id_produto,id_usuario,resultado,dosagem_sugerida
92,cc5c2d7c-fa30-4b21-8b5d-2fd9bbd55fcf,incompativel,2 colheres de sopa puro
68,ba246d85-43b1-4260-85dc-a2cd062efec3,nao_avaliado,"Aplicar puro, sem diluição"
960129,usuario-invalido,atencao,1 tampa (30ml) para 5L de água
99,524b0d46-1804-4eb2-93a1-1f237f5ebd18,,1 tampa (30ml) para 5L de água
52,,compativel,"Aplicar puro, sem diluição"
85,f512e162-5d9b-47f1-a78b-b3ed537bd9cb,compativel,
,4a53d97d-408d-4f8b-9021-0aa526cda574,,"Aplicar puro, sem diluição"
88,433ad5ec-1278-4f1b-b9e0-a7fbff982b43,atencao,Diluir 1:10 em água morna
36,842c40a5-e74d-4d2a-a5d9-3040c11138d8,incompativel,
83,6caf9b34-c006-4319-814c-4e7986a55133,nao_avaliado,
104,c70191a3-8456-4aeb-8fce-9e8e7336c20a,atencao,1 tampa (30ml) para 5L de água
43,eb581f24-143d-41a7-9040-521afdc7595b,incompativel,1 colher de chá para 1L de água
,87e6f679-1826-4efc-b357-ccff200e6bda,atencao,1 colher de chá para 1L de água
82,17fb3af6-d9c2-4765-b6a4-f7cf5be27517,ok,2 colheres de sopa puro
39,5b670efe-4b35-4486-92ea-de770c26421b,compativel,Diluir 1:10 em água morna
65,dca2ed38-b414-43c4-8f4a-7cb2b33544ac,compativel,"Aplicar puro, sem diluição"
95,96b508f9-d566-4c0d-ac00-1ac7ab4a7831,,
,6dbf601a-432c-4f1f-8975-856ac2959497,incompativel,Diluir 1:10 em água morna
86,1359e630-694d-44c4-8e85-a731b453cfa9,incompativel,
95,1df6795f-2479-4991-b50e-367b94ae12ef,incompativel,Diluir 1:10 em água morna
19,356485c3-a836-4253-9ad6-2fbaadf42a26,compativel,"Aplicar puro, sem diluição"
962423,d9671f93-986d-4029-bb51-a434c0013ec1,nao_avaliado,1 colher de chá para 1L de água
100,51f30c17-c112-4743-b860-b73f17684fce,nao_avaliado,"Aplicar puro, sem diluição"
63,4b89da12-9ff3-4809-a638-92175bf30757,incompativel,1 colher de chá para 1L de água
92,1f0878dd-662b-49cb-a9e5-58cf596c8e1a,compativel,
61,df08ebd6-2f89-4473-87f4-2a68c8947dbe,,Diluir 1:10 em água morna
915566,6ef9f45b-f14f-46f8-bcca-dd6639eded8d,atencao,1 colher de chá para 1L de água
67,5cc4ce37-ba5d-42b1-a3e5-ac96f4986561,atencao,Diluir 1:10 em água morna
4,ae1e4430-ee72-46d1-b1b3-31f52a586932,nao_avaliado,1 tampa (30ml) para 5L de água
939998,95963c50-ac1b-4ca3-8314-8b4df1f8345c,nao_avaliado,1 tampa (30ml) para 5L de água
45,7aaedb71-8b03-4147-93c4-35da66bd7b62,atencao,1 colher de chá para 1L de água
44,d470a31f-4002-4585-9c4d-e0a14b348cf2,incompativel,2 colheres de sopa puro
59,0e14441d-1748-4427-aec6-7cc46f352910,atencao,1 tampa (30ml) para 5L de água
86,32f4b58a-09fc-4b85-bea4-96cb6ec8815f,nao_avaliado,Diluir 1:10 em água morna
86,76e31c85-cef4-4641-87b0-70ac55df5da5,compativel,2 colheres de sopa puro
74,a669997e-93e9-4354-86e6-855ce928ec53,compativel,
25,usuario-invalido,compativel,1 colher de chá para 1L de água
97,3c8fec95-03b0-4ce4-bc89-b6871e8020eb,incompativel,1 tampa (30ml) para 5L de água
27,c9bcf97f-0c20-47c1-9cf1-5d07131d6749,nao_avaliado,1 tampa (30ml) para 5L de água
78,33dff960-a3ea-4ece-9881-599c9f7d2966,compativel,Diluir 1:10 em água morna
54,7c4f160e-dd3e-42b5-b2b7-184e6daabcc4,atencao,1 tampa (30ml) para 5L de água
13,aecdf969-7a25-4e7c-b668-4c89b040ef62,atencao,1 tampa (30ml) para 5L de água
53,ce38f8a6-3f3c-4521-8911-a5a4e9c0e099,atencao,2 colheres de sopa puro
8,08d64110-a1bf-4e47-8e2e-aac6b5067375,nao_avaliado,Diluir 1:10 em água morna
121,8690619e-ac56-4bad-ac67-3fd2b1733b26,incompativel,1 colher de chá para 1L de água
64,5637bbe2-8a7d-4939-a832-8bc61527d332,compativel,Diluir 1:10 em água morna
60,a22fffb5-e93c-4a6f-ba00-d696f1d64a8f,nao_avaliado,
114,40799b25-de63-4f77-ba5b-9f6232d316a1,,
98,b50c4eed-04ee-40cd-8711-43ef4a25c91e,nao_avaliado,"Aplicar puro, sem diluição"
82,fe77d0a4-48ea-48d9-94c8-a9faa906abe9,,Diluir 1:10 em água morna
22,874885df-6679-4654-80e8-8ff420cdf9e0,,1 colher de chá para 1L de água
1,9a65918c-8bf2-458f-8a40-8a36ada71b8d,incompativel,1 tampa (30ml) para 5L de água
118,12f81c9e-5521-4aac-82eb-9bb271625289,nao_avaliado,Diluir 1:10 em água morna
28,dc2c0738-a1f9-4ed8-9183-9b8caa54bf9c,incompativel,
9,838b9614-da95-4730-a85e-079b46eabb38,incompativel,
36,2969f5c4-1ef4-40bd-a9de-a1a1c82fd0a1,atencao,
983252,02f07922-a4d0-453e-b2b3-998f2a397623,atencao,2 colheres de sopa puro
42,7c9a084b-a681-4b40-8806-1e3eed9c3372,,Diluir 1:10 em água morna
89,7b9e6283-b977-453e-b675-c16d2d6a7532,compativel,1 tampa (30ml) para 5L de água
53,541da273-c9e5-4479-9ab7-af85dcd954b4,nao_avaliado,1 colher de chá para 1L de água
113,d9671f93-986d-4029-bb51-a434c0013ec1,nao_avaliado,
105,7f46dd7d-7f80-44ef-8d6d-c719343141df,incompativel,
,700cbba5-b217-4d7b-ba9e-84feedc3be43,,"Aplicar puro, sem diluição"
96,c36a8178-6c92-40db-bfaa-a2eb1741f825,atencao,2 colheres de sopa puro
79,8e196307-2d46-4f92-9ebd-2b475fcd119f,nao_avaliado,Diluir 1:10 em água morna
64,059d36d0-d78d-4eac-b5eb-f21d948147a5,incompativel,1 tampa (30ml) para 5L de água
106,b1905f88-fa7a-43a3-a0c2-596d7ce00dc4,,2 colheres de sopa puro
85,382abf91-4b0e-4ea5-b5f2-d758137f3b65,incompativel,1 tampa (30ml) para 5L de água
96,8e9ea153-6e4c-4adc-a7bd-f70ccd30f24c,,2 colheres de sopa puro
995538,e0e8a83e-0560-42fc-a74d-8e3d9e7a18c4,compativel,
79,0ee2aee7-aa3f-4371-8698-6469dd825a78,talvez,"Aplicar puro, sem diluição"
121,c40e3dae-d0e2-4f65-b212-8ecbd5178d6f,nao_avaliado,Diluir 1:10 em água morna
67,a9b0c616-e3c9-4c16-9b1f-814d7309f1ad,compativel,
36,b6a9b85d-3290-4d4e-94eb-3efb66f21d5f,atencao,1 tampa (30ml) para 5L de água
43,61355727-01c0-4655-baac-1c9840179e15,incompativel,
10,6ed8e4b2-1c6b-44ef-9dd1-c5346c77996c,atencao,Diluir 1:10 em água morna
81,79501361-de5f-4de8-a075-50713620000b,compativel,1 colher de chá para 1L de água
120,d1a5909a-2f15-4783-abc7-5fafa31fb7b2,nao_avaliado,2 colheres de sopa puro
produto-x,d9050bfa-ed11-401a-bf75-b377cd4bc167,incompativel,1 tampa (30ml) para 5L de água
80,c366c7bf-07ba-4d73-93b2-d058519d323d,compativel,1 tampa (30ml) para 5L de água
produto-x,dfbce8b9-8354-451f-8564-daf5cc3ff7c6,compativel,2 colheres de sopa puro
103,41c64a1e-ff38-4d41-a0c0-ebce123d8e49,nao_avaliado,1 tampa (30ml) para 5L de água
8,c0ebb2be-efee-4b27-ab12-7060e8693275,nao_avaliado,1 tampa (30ml) para 5L de água
53,397cf320-9e54-47a1-b08b-79dd5bb7e0cc,compativel,"Aplicar puro, sem diluição"
102,9a65918c-8bf2-458f-8a40-8a36ada71b8d,atencao,
903404,a5586f1f-a6b6-4310-b3f5-6365c396eced,compativel,1 tampa (30ml) para 5L de água
92,5d758cb1-56af-46e6-b7d1-d91382136759,incompativel,
46,1553dff2-058e-4e50-93d9-12d3234e8d84,incompativel,2 colheres de sopa puro
6,3edfceb5-42ae-448e-bec0-9a891b9e854a,atencao,Diluir 1:10 em água morna
70,40c6f99a-f4c0-485a-9f83-34d824ec4200,atencao,Diluir 1:10 em água morna
2,587db6ab-9d94-483b-96ab-a8a2ca798588,compativel,2 colheres de sopa puro
107,96baa888-25f7-40c6-895b-4fe139532024,incompativel,2 colheres de sopa puro
26,9dcbcedd-62c3-4b01-ab57-2bc53ec360c8,nao_avaliado,
60,a9a92ac0-af45-4a1e-b551-61123e6ec1a1,ok,1 colher de chá para 1L de água
43,c7929f67-4825-45be-8bde-843e5839c9ed,talvez,"Aplicar puro, sem diluição"
1,2c86bf8c-dd74-45b7-b61a-a04c571eceb5,incompativel,2 colheres de sopa puro
99,usuario-invalido,nao_avaliado,2 colheres de sopa puro
106,,compativel,Diluir 1:10 em água morna
15,3bb8aaef-e52c-4dfb-8968-38b8ecf35aba,atencao,1 tampa (30ml) para 5L de água
produto-x,565488c3-e882-4ab4-be7a-9375f500c490,atencao,
109,b3317909-4fa4-4295-a3e6-3121565435e3,incompativel,Diluir 1:10 em água morna
902751,2ddb59a7-24ac-4775-93bd-8a5057e90c94,compativel,Diluir 1:10 em água morna
939986,6ab724ef-9a3d-46d1-adee-aaca6ed9556f,incompativel,1 colher de chá para 1L de água
produto-x,,talvez,1 tampa (30ml) para 5L de água
119,e2de8269-2ae6-492e-83ef-8f55fd8b6050,nao_avaliado,
77,842b1df0-856f-4c71-b63f-b9e648b3cec8,compativel,1 colher de chá para 1L de água
110,5d758cb1-56af-46e6-b7d1-d91382136759,incompativel,1 tampa (30ml) para 5L de água
36,95acf162-0465-4dee-8b2e-e4ff5e232987,,"Aplicar puro, sem diluição"
11,ed98790a-a3a5-49a1-9fae-8fca520f01f9,compativel,2 colheres de sopa puro
97,b12c3bf7-01db-4187-91d1-262ea1372724,atencao,"Aplicar puro, sem diluição"
23,326e2625-1576-42e2-aec6-7beb6904083e,nao_avaliado,
produto-x,a60d799d-22a6-457a-b8c0-f7679771bcfe,compativel,2 colheres de sopa puro
26,c9e87214-2a6f-459b-af86-e837e4161ab9,atencao,"Aplicar puro, sem diluição"
974890,a4cbc7fc-edcd-4f1b-95a5-3bad3045171f,compativel,2 colheres de sopa puro
38,8ec01344-51ca-4afe-a169-83d13e5f7fd8,compativel,"Aplicar puro, sem diluição"
44,30188d15-71fe-4c75-8ae5-5d828b163065,atencao,"Aplicar puro, sem diluição"
49,51ac1663-655d-4d39-ab08-8bd39a3cf444,compativel,Diluir 1:10 em água morna
938603,2aad17a4-ddff-4c2d-b4ab-a268034aecff,compativel,Diluir 1:10 em água morna
912898,e3dd222e-b1e1-4406-834b-edce354eb599,incompativel,Diluir 1:10 em água morna
43,868de75b-c456-4018-b849-91110f447d75,atencao,2 colheres de sopa puro
18,,atencao,1 tampa (30ml) para 5L de água
37,fe77d0a4-48ea-48d9-94c8-a9faa906abe9,,"Aplicar puro, sem diluição"
97,09c6dc32-033d-43d7-a160-023372daa391,incompativel,"Aplicar puro, sem diluição"
93,921168a0-67bb-4006-b138-df4070938167,nao_avaliado,
44,6081b888-2ffb-4757-b934-416a36647878,nao_avaliado,
57,8b0cc925-6344-4704-b927-a26599c9b072,incompativel,1 colher de chá para 1L de água
40,b55a2b22-ab0b-4ec2-9776-e38bd2d2f10e,atencao,Diluir 1:10 em água morna
55,b45451c0-dbb9-4782-84eb-84cc4ab8632d,atencao,Diluir 1:10 em água morna
73,9761b533-3a6a-4e4f-8f0b-c601c64db241,atencao,1 colher de chá para 1L de água
78,3b059d74-92a2-4ea2-aa41-5a03b894757f,nao_avaliado,"Aplicar puro, sem diluição"
51,ded43fc7-1eb9-4c93-9b01-e3c869c8d917,compativel,Diluir 1:10 em água morna
58,433ad5ec-1278-4f1b-b9e0-a7fbff982b43,compativel,
5,d7134bf7-7f74-4e9f-b9d7-83324a670462,incompativel,2 colheres de sopa puro
50,5d84dd8c-ec46-47fb-a61b-8bcbebf04ab9,compativel,"Aplicar puro, sem diluição"
67,5870ffa3-4bf7-424c-9e19-38e542c63fc2,,"Aplicar puro, sem diluição"
15,a932d364-5c93-42f7-894b-b9b9bd4cc5a6,compativel,"Aplicar puro, sem diluição"
produto-x,40cbfc2d-4c2e-44c2-938b-0828a101360d,ok,"Aplicar puro, sem diluição"
86,e1e7fa8a-eb14-4ad2-bc0c-42b5835bab14,atencao,1 colher de chá para 1L de água
92,04b3daa3-39f9-4d00-a830-cd02e46a7b38,incompativel,"Aplicar puro, sem diluição"
52,d83fcf21-fff1-4b2d-afeb-0c4658784ede,nao_avaliado,"Aplicar puro, sem diluição"
6,992096d9-d0b1-4801-b78e-e597d82506d6,nao_avaliado,Diluir 1:10 em água morna
92,b1e15399-0943-4df0-9c28-fb58696dd58b,incompativel,"Aplicar puro, sem diluição"
116,2060b559-e25b-4032-9581-83b02e087b05,incompativel,
51,386116c2-cfa5-424c-95b5-367091e04eb8,incompativel,Diluir 1:10 em água morna
970482,c7074efb-6b7c-4c3e-b893-2739eaf34923,incompativel,"Aplicar puro, sem diluição"
98,016e2e9f-a8ce-4bfd-9251-b52243b896f3,compativel,1 colher de chá para 1L de água
42,ea394e1d-ea14-4ca1-8485-b2e13fc3cb1c,compativel,"Aplicar puro, sem diluição"
82,4eb62231-a133-4551-9084-b211208f1a8c,atencao,
25,e1c7a606-ffb3-4b6f-bc85-07190c52ad12,incompativel,Diluir 1:10 em água morna
60,8c4c5899-4a31-4466-b057-b17fec90cdf8,incompativel,
produto-x,d55614b8-7154-4068-a80e-7daa7d06d74a,incompativel,1 tampa (30ml) para 5L de água
23,642a2a13-0bb7-48d2-a9e5-55be872da6b9,incompativel,1 tampa (30ml) para 5L de água
2,703b2028-61da-42b2-835e-17ae2c0e3d35,incompativel,2 colheres de sopa puro
115,90fbc241-8a44-48d7-9cd3-378136477d15,compativel,
83,f73a5219-e759-4dbb-932d-ae4c83661525,,
7,4bc2788a-bcb1-40ab-9240-395d63e31bc4,incompativel,2 colheres de sopa puro
31,fdcaa3fd-24bc-4058-8be3-7e53727d8a9d,compativel,Diluir 1:10 em água morna
88,9f396d7e-9c21-4436-b0ae-67c9f04940de,,1 tampa (30ml) para 5L de água
107,d9ed4d31-baa8-400d-92a2-e71fd5cc303f,nao_avaliado,1 colher de chá para 1L de água
42,d22b199c-b48c-4b85-9e34-89b38ff1a94c,incompativel,1 colher de chá para 1L de água
55,22defbd4-8809-41be-8275-d018090c9114,atencao,2 colheres de sopa puro
84,a754b6f0-0157-4765-b8a7-c39ac64c62b6,incompativel,1 tampa (30ml) para 5L de água
36,016e2e9f-a8ce-4bfd-9251-b52243b896f3,incompativel,"Aplicar puro, sem diluição"
77,d2394751-eef1-463a-ae47-90669fb3e159,incompativel,Diluir 1:10 em água morna
produto-x,b0ab8263-447c-40e0-a40b-37900224689c,incompativel,Diluir 1:10 em água morna
98,bb27cf8b-c974-4c2a-ab54-f2193a216493,nao_avaliado,1 tampa (30ml) para 5L de água
78,a874da8c-d0c2-43ce-b365-e7c895e0c0cd,incompativel,1 colher de chá para 1L de água
2,fbecf6a0-aa2b-4985-bf40-bfeb814c1a24,compativel,Diluir 1:10 em água morna
55,b548ebda-9187-455c-8e76-14a17ff5a9f0,incompativel,Diluir 1:10 em água morna
26,14b4dba0-366d-4026-b841-d516970b54c1,incompativel,
57,a5586f1f-a6b6-4310-b3f5-6365c396eced,atencao,
6,72a2410b-609f-4204-bc7b-9f870f2ac03b,atencao,1 tampa (30ml) para 5L de água
94,313b8053-b1e3-4bab-a545-385f3db8b02a,compativel,
,59ac19a3-7648-4bd5-a7e1-f2462106c373,nao_avaliado,1 colher de chá para 1L de água
57,d31b7899-9d24-4602-9738-b55efbaf55d1,talvez,2 colheres de sopa puro
19,e12001c1-4d65-4555-ad49-6439b64985a9,incompativel,1 colher de chá para 1L de água
102,7537f047-fe5e-4407-89c2-7a04ac90001c,compativel,"Aplicar puro, sem diluição"
40,1467c2f6-6746-472b-92fd-65e00f59d14b,incompativel,1 colher de chá para 1L de água
37,a461e287-2e6b-4b28-b609-4d6f192d34aa,nao_avaliado,1 tampa (30ml) para 5L de água
produto-x,39b6dcd3-0ded-4763-a30b-92ded886e0b9,nao_avaliado,"Aplicar puro, sem diluição"
95,981f2645-eb76-4164-a7f5-a73eeca752e2,nao_avaliado,1 tampa (30ml) para 5L de água
55,5d3ccbac-687e-42af-83af-32dafd0a0c32,ok,1 colher de chá para 1L de água
71,dc8f1bc0-36d3-4a0a-a5d4-f43f1115d85a,atencao,"Aplicar puro, sem diluição"
72,ec93a99f-f073-4c5e-9e70-06e24bd89116,nao_avaliado,2 colheres de sopa puro
25,c0127ff6-c26f-4ac1-b996-08c2c367582b,atencao,"Aplicar puro, sem diluição"
54,7dd71bac-df9f-4f25-bb71-7abef1e04229,,Diluir 1:10 em água morna
40,fc84e959-efb0-42ec-806a-a01d237ef18f,compativel,1 tampa (30ml) para 5L de água
73,841c4182-462b-46d1-9acf-906011b8b4a1,atencao,
91,12c3dc18-96d2-4b0d-b225-42163c3fa18c,compativel,
55,313b8053-b1e3-4bab-a545-385f3db8b02a,atencao,
4,b41a2cc6-f5ff-4130-92be-cac79ca7a0bd,nao_avaliado,
32,29979e32-2854-4bb2-bbf0-6309b1734f95,compativel,1 tampa (30ml) para 5L de água
83,f9e36f81-4859-41ea-8b62-46c3eca7d446,compativel,1 colher de chá para 1L de água
955436,3f798cbd-bb95-43b4-a9d3-e15399062695,atencao,1 colher de chá para 1L de água
produto-x,a331b7a0-ef3c-446e-8923-f628ef041648,nao_avaliado,
14,31d4bb87-e351-4fd7-969b-a2b6b3d07934,incompativel,Diluir 1:10 em água morna
120,48cddb6d-328b-44c0-a7f9-59e2e4d9098c,incompativel,"Aplicar puro, sem diluição"
9,0dab3d6c-e7f2-4480-873f-71aefd2f4941,atencao,
23,19115543-34ee-438d-b514-796525a40a6c,nao_avaliado,2 colheres de sopa puro
15,ebe794ca-8380-43c1-add9-9baaad549b98,compativel,
98,6ef9f45b-f14f-46f8-bcca-dd6639eded8d,compativel,
38,b79df35f-10f3-47e1-b2e1-59d1b5f86ec9,atencao,1 tampa (30ml) para 5L de água
62,08a250f8-4b13-4a43-ad03-bb6c5d496533,compativel,Diluir 1:10 em água morna
1,5d758cb1-56af-46e6-b7d1-d91382136759,,1 tampa (30ml) para 5L de água
102,d7134bf7-7f74-4e9f-b9d7-83324a670462,atencao,"Aplicar puro, sem diluição"
44,fdf80433-4f08-4560-a03b-7ef403ddd007,atencao,Diluir 1:10 em água morna
121,f8780816-c478-4c7b-9c56-161d2dad9de8,compativel,Diluir 1:10 em água morna
104,59250fac-3289-4147-b5c8-0f8594df1e86,,
119,87efb38c-47fc-48d7-b52c-29776ce80453,atencao,
32,b52d13d5-425f-4aa4-8617-97dde7d516d7,nao_avaliado,1 colher de chá para 1L de água
25,90137d09-e058-45b0-8590-c97c9d5398ec,,Diluir 1:10 em água morna
47,3a98c153-6c1e-40d3-9739-8d5f0071cc47,nao_avaliado,2 colheres de sopa puro
52,295217b3-8e3e-4e8a-b3b7-459f098b025d,nao_avaliado,"Aplicar puro, sem diluição"
,d34cafc5-a71a-48c3-8dfc-eec91ab14168,atencao,1 colher de chá para 1L de água
19,61355727-01c0-4655-baac-1c9840179e15,compativel,2 colheres de sopa puro
12,c015749d-57e4-4d54-8bf9-8166d43f4450,,"Aplicar puro, sem diluição"
58,usuario-invalido,incompativel,2 colheres de sopa puro
97,6455ce72-29c1-47fa-9d19-8137f279073a,compativel,"Aplicar puro, sem diluição"
,5870ffa3-4bf7-424c-9e19-38e542c63fc2,ok,2 colheres de sopa puro
86,e1b7405c-33a1-413b-b35d-ef5432c4922c,incompativel,1 colher de chá para 1L de água
63,55354f50-434c-4cad-ac10-059b7dbc21b6,incompativel,1 colher de chá para 1L de água
77,bb1053f6-227e-4b17-a812-8d9aecd4d95f,nao_avaliado,
72,usuario-invalido,incompativel,2 colheres de sopa puro
38,1a16e564-81fa-472e-88f5-74bf6be92434,incompativel,
975083,6081b888-2ffb-4757-b934-416a36647878,,1 colher de chá para 1L de água
40,439fe817-23c9-47dd-8579-3f9e3de55963,nao_avaliado,"Aplicar puro, sem diluição"
47,f0abc368-9a66-4d21-894a-ef45a39ebb66,incompativel,1 tampa (30ml) para 5L de água
69,da4c6725-5ff2-451a-a302-32e22de27ab9,atencao,2 colheres de sopa puro
59,565488c3-e882-4ab4-be7a-9375f500c490,compativel,1 colher de chá para 1L de água
65,,nao_avaliado,
64,a6f935cb-860e-4cd8-8287-e81b5efe5015,atencao,2 colheres de sopa puro
27,223cc570-5648-452c-8d87-d74011679811,compativel,2 colheres de sopa puro
94,f73a5219-e759-4dbb-932d-ae4c83661525,compatível!,1 tampa (30ml) para 5L de água
44,ce09fa39-8922-4135-b97e-2397f447039e,,"Aplicar puro, sem diluição"
68,5387b08b-b2b3-4fa2-9087-6bf5fdb7e281,incompativel,
51,d437661f-2f81-49d0-8039-3ad70cbe65ba,compativel,
84,2ddb59a7-24ac-4775-93bd-8a5057e90c94,nao_avaliado,Diluir 1:10 em água morna
927494,43eb7bc6-addb-49ff-9e1f-209e7f18a3c9,compativel,Diluir 1:10 em água morna
74,b50c4eed-04ee-40cd-8711-43ef4a25c91e,,2 colheres de sopa puro
55,a6e6d786-9b9e-446b-a0c9-167f2e5f4f13,talvez,Diluir 1:10 em água morna
produto-x,824a2fb9-c24b-4312-8250-82dede9e96d0,atencao,1 colher de chá para 1L de água
20,b45451c0-dbb9-4782-84eb-84cc4ab8632d,compativel,2 colheres de sopa puro
39,a7dd5067-7d00-48e2-a013-525bb69699b6,nao_avaliado,
,1a16e564-81fa-472e-88f5-74bf6be92434,nao_avaliado,Diluir 1:10 em água morna
57,915916c0-e4e6-4bb8-8d9e-ecc3c0737fd9,compativel,"Aplicar puro, sem diluição"
117,325e9ca7-4cff-4db6-ba63-54901a20f183,nao_avaliado,Diluir 1:10 em água morna
13,362d92a2-ee02-484c-bf8e-358aac6a76f1,nao_avaliado,Diluir 1:10 em água morna
13,b749a3ce-c9c3-4ef2-a8c0-41648ebe76f3,compatível!,"Aplicar puro, sem diluição"
3,2c62e5b5-3ba9-4371-a979-15eb008454ee,nao_avaliado,1 tampa (30ml) para 5L de água
75,ed98790a-a3a5-49a1-9fae-8fca520f01f9,incompativel,
923680,2a58e327-ffcc-4716-994d-995b35799f42,nao_avaliado,Diluir 1:10 em água morna
17,b7a1129e-c235-4804-abe6-c4116dd90257,atencao,1 tampa (30ml) para 5L de água
16,0131011b-58bf-44a2-bd54-521d0ebe9607,,2 colheres de sopa puro
121,44ab65ea-4f46-4e38-9be1-0b4f8bdea120,atencao,
18,2a58e327-ffcc-4716-994d-995b35799f42,atencao,1 colher de chá para 1L de água
27,29979e32-2854-4bb2-bbf0-6309b1734f95,incompativel,1 tampa (30ml) para 5L de água
39,97b40795-93a2-4d69-8366-3e868b801892,,1 colher de chá para 1L de água
76,60d2153f-5bc9-4567-8cec-b68e42d7a2b8,nao_avaliado,1 tampa (30ml) para 5L de água
34,42b2d7f1-3753-47c4-9fe7-affe1d68328a,compativel,Diluir 1:10 em água morna
121,439fe817-23c9-47dd-8579-3f9e3de55963,atencao,
25,7c2694d4-d89b-403e-8234-e6e7b98a3363,incompativel,"Aplicar puro, sem diluição"
41,,compativel,1 colher de chá para 1L de água
35,3f24c441-01b0-452a-b5b8-882d2f908da6,nao_avaliado,1 tampa (30ml) para 5L de água
12,d9050bfa-ed11-401a-bf75-b377cd4bc167,incompativel,2 colheres de sopa puro
13,90d03afb-93de-4f97-92a4-402a8739a492,compativel,1 tampa (30ml) para 5L de água
94,fc84e959-efb0-42ec-806a-a01d237ef18f,nao_avaliado,1 tampa (30ml) para 5L de água
90,40a2ced2-d6bf-4458-ad5f-8c04e2ecf52b,compativel,1 tampa (30ml) para 5L de água
97,f7369604-8152-464f-a537-f683d6e8a730,nao_avaliado,"Aplicar puro, sem diluição"
34,2aad17a4-ddff-4c2d-b4ab-a268034aecff,incompativel,2 colheres de sopa puro
95,1553dff2-058e-4e50-93d9-12d3234e8d84,atencao,
87,d15b7a88-344d-4188-97f1-7a3ce0805c25,nao_avaliado,Diluir 1:10 em água morna
65,1f4d7852-c9b3-4980-a3ce-0564bf93de17,incompativel,Diluir 1:10 em água morna
12,7312f3f5-ae2d-4829-a384-6b64f60e02d5,atencao,1 tampa (30ml) para 5L de água
10,87e6f679-1826-4efc-b357-ccff200e6bda,compativel,1 tampa (30ml) para 5L de água
71,ad237e0f-ad4c-4fd7-81ad-e4a87a44ada9,compativel,"Aplicar puro, sem diluição"
120,79501361-de5f-4de8-a075-50713620000b,compativel,"Aplicar puro, sem diluição"
25,a0352f54-d838-4f88-b14d-a4a21da9597a,nao_avaliado,
45,d3511cc5-e2b0-4292-9cb7-cbe182b917b9,compativel,1 colher de chá para 1L de água
22,614feb33-23b7-44f0-90f3-19229e52093a,incompativel,2 colheres de sopa puro
